dataset,query_id,query_path,query_label,join_size,sql_sha1
job,16d,join-order-benchmark/queries/16d.sql,,8,1a0744e4e73d9ee9a5ace52a69d5649cae8df103
job,17a,join-order-benchmark/queries/17a.sql,,7,55a25822cd8219aba3fe92ecf7139c083ae0b380
job,17b,join-order-benchmark/queries/17b.sql,,7,08cdc9e18895b9e75228be48af5fb189b03c55df
job,17c,join-order-benchmark/queries/17c.sql,,7,001a2ddb7ad97ff028dde4f94fbe68244d4da749
job,17d,join-order-benchmark/queries/17d.sql,,7,29bb7dc4902d1a179876673e0cc6263c0a453688
job,17e,join-order-benchmark/queries/17e.sql,,7,1a1a77316786670d689ec8d9d6a473f3f2eda872
job,17f,join-order-benchmark/queries/17f.sql,,7,8fdd7c8d136e45a3bbeee306cd2b5a91705cd1e8
job,18a,join-order-benchmark/queries/18a.sql,,7,b40c0e0f95d583c152e6863b7373eb2677304e11
job,18b,join-order-benchmark/queries/18b.sql,,7,0e75069696a2186339f78a3f125b65fe294b015f
job,18c,join-order-benchmark/queries/18c.sql,,7,93df363216b24aaf95a692484c1eec3ab07d65b8
job,19a,join-order-benchmark/queries/19a.sql,,10,01c3d2da8d1988929f5ce394d511aa608247ec10
job,19b,join-order-benchmark/queries/19b.sql,,10,328cfb2d188c0678d512e6f026fac994b5760715
job,19c,join-order-benchmark/queries/19c.sql,,10,09abb87b767a0e285654cd23d1adc22d34537b19
job,19d,join-order-benchmark/queries/19d.sql,,10,2c8e0d341bd9195298c94c7a79f7b57585dc4e11
job,1a,join-order-benchmark/queries/1a.sql,,5,0daab72436a711418d34bfcca0c4c4e9a640cd0c
job,1b,join-order-benchmark/queries/1b.sql,,5,c857d456413378035fb1b5ff960f0cce22e6d32f
job,1c,join-order-benchmark/queries/1c.sql,,5,216469db2ee1b065c836d3c920c2244d9d922ce5
job,1d,join-order-benchmark/queries/1d.sql,,5,a33a751028eb5da4fe26aa82e8a29ad49f5d2f6c
job,20a,join-order-benchmark/queries/20a.sql,,10,5da65af9b98ef0864683d2510d125bc10f06d740
job,20b,join-order-benchmark/queries/20b.sql,,10,d6dfa43dd08c3763d26c3d0f6067fbdbde2da92c
job,20c,join-order-benchmark/queries/20c.sql,,10,8223684653d8bc49cbb61efbe86a86ec9c676338
job,21a,join-order-benchmark/queries/21a.sql,,9,8b0862b60f6fe8ba493c0801f4964704acc2533d
job,21b,join-order-benchmark/queries/21b.sql,,9,2cc4566103b2e823aadc0cb6d7617c491a7c00a8
job,21c,join-order-benchmark/queries/21c.sql,,9,12537c2da0155afcfa533b5d6d079a0201a98f9e
job,22a,join-order-benchmark/queries/22a.sql,,11,3e0b48be2e0847d60b027c682b666e2270a45098
job,22b,join-order-benchmark/queries/22b.sql,,11,fa90b24689829e376fefeb663c6ac32ec6523d83
job,22c,join-order-benchmark/queries/22c.sql,,11,a3d69563af3ea8032bac3677aa19b789efd827f9
job,22d,join-order-benchmark/queries/22d.sql,,11,5ded274ec09c5f75ec43a0042501c67a3711631b
job,23a,join-order-benchmark/queries/23a.sql,,11,440360488b77b23be59337dcf7c44e0d060c9c4e
job,23b,join-order-benchmark/queries/23b.sql,,11,8eac2fb2336cb83d3fcb1cdbd32139cd9e8272b8
job,23c,join-order-benchmark/queries/23c.sql,,11,c96e148969b480e315565008901ff07d83c449ae
job,24a,join-order-benchmark/queries/24a.sql,,12,8f68d9960ae916f5c669b8337ca66d099b3fd887
job,24b,join-order-benchmark/queries/24b.sql,,12,c07b7eb20660f817d5defa086dd78c7e145aa6ea
job,25a,join-order-benchmark/queries/25a.sql,,9,145bbe574a985b11c43defc96ea44b0e655ff773
job,25b,join-order-benchmark/queries/25b.sql,,9,fa7105e02c785601b00668053ca0a71392e78a6c
job,25c,join-order-benchmark/queries/25c.sql,,9,ead59ce84c9dce162d8ad43fb00cd15306757211
job,26a,join-order-benchmark/queries/26a.sql,,12,d27553b610ab0cd790c0f468de9a6f8ff3231364
job,26b,join-order-benchmark/queries/26b.sql,,12,cf40e195d813c934ef03ba597e4141b96cde2c8e
job,26c,join-order-benchmark/queries/26c.sql,,12,cf93cc6e1b24469a5065ba56d1aadff4a6df30bf
job,27a,join-order-benchmark/queries/27a.sql,,12,c6c6781a031d7d23e3a101b6a51fcccbeda839f2
job,27b,join-order-benchmark/queries/27b.sql,,12,6a57171e2407e98d1731817ede778a3ad3e0d1b5
job,27c,join-order-benchmark/queries/27c.sql,,12,b6f62aa6a689e6fc8bf0b12d055bdd5bb0e2aac9
job,28a,join-order-benchmark/queries/28a.sql,,14,1e2cae1055ae4d95c2016ccd390198af28458591
job,28b,join-order-benchmark/queries/28b.sql,,14,6908bdd73da9235fa5b48664a3c9a86fb62eb2a9
job,28c,join-order-benchmark/queries/28c.sql,,14,38819d1dbc410f0abdb7d120396dce31c205f3a5
job,29a,join-order-benchmark/queries/29a.sql,,17,45a2fb2b10081244a15a8474b769d5508d5549c5
job,29b,join-order-benchmark/queries/29b.sql,,17,ab3478c4d92c529a022c5b4a606a9a41b673404d
job,29c,join-order-benchmark/queries/29c.sql,,17,4d99ad8938cba39c180caac09f5c30d7a7a34916
job,2a,join-order-benchmark/queries/2a.sql,,5,a568278167480572f66d97a8929fb82887a30f26
job,2b,join-order-benchmark/queries/2b.sql,,5,7d576af2434c133665ed352dc5f05fca6479de3d
job,2c,join-order-benchmark/queries/2c.sql,,5,d622bc0e2e7a77ab39b1ecbe248735b9636aa608
job,2d,join-order-benchmark/queries/2d.sql,,5,8f64091bd12d73954be798c426c9947a6e56e9f9
job,30a,join-order-benchmark/queries/30a.sql,,12,c14aa7b0b8d957f7c3406a5ce9a37930fa1ecc94
job,30b,join-order-benchmark/queries/30b.sql,,12,899cc5df66e53f5ac4b540d3182c36e032fbe15a
job,30c,join-order-benchmark/queries/30c.sql,,12,5221756542e72e60b3fd3be526a6ff316ceb28b5
job,31a,join-order-benchmark/queries/31a.sql,,11,37a86dbdb2b301b4a2eb9c4eba8a2569bf69afb5
job,31b,join-order-benchmark/queries/31b.sql,,11,6a782144cac61ed699346e04df684d4d55db56b8
job,31c,join-order-benchmark/queries/31c.sql,,11,d9970933bc049ac0004f541227490eca5af0fdae
job,32a,join-order-benchmark/queries/32a.sql,,6,23e6b5e6ac2e127180bec6ac51b2546cc81e06f1
job,32b,join-order-benchmark/queries/32b.sql,,6,7c4c51f01ece6ea0f77e74c9639049a14355800f
job,33a,join-order-benchmark/queries/33a.sql,,14,91ffc8951b0303d0f5df28a715dbb0d291533149
job,33b,join-order-benchmark/queries/33b.sql,,14,ef13a52eb313b5b37d99cafcdfb98c66db625011
job,33c,join-order-benchmark/queries/33c.sql,,14,02b7925634be3c198d37c9dc0150491fbf9e1959
job,3a,join-order-benchmark/queries/3a.sql,,4,089719f40bef06b79aad83cca8f731c26c427b1b
job,3b,join-order-benchmark/queries/3b.sql,,4,d6b36e6157777f7bedf4bbbf0e88d07eb4f80b95
job,3c,join-order-benchmark/queries/3c.sql,,4,e7917f4b9e1ae4c163d718ff5f81d13ed5d1437b
job,4a,join-order-benchmark/queries/4a.sql,,5,f8e03e48422064f058ed08eed370e83d735c3afd
job,4b,join-order-benchmark/queries/4b.sql,,5,ba9953add050e8a92036a267426a036123f3a87a
job,4c,join-order-benchmark/queries/4c.sql,,5,0f91e4e246daaea742ca0f04c2477d0784702b41
job,5a,join-order-benchmark/queries/5a.sql,,5,2cce4cb5ac6c618008e6519dfc3b5f742ac38058
job,5b,join-order-benchmark/queries/5b.sql,,5,f3543b9d1afd5de0096bdf7077b134bfb6e465cd
job,5c,join-order-benchmark/queries/5c.sql,,5,d7405807551076e1bce32fad8d18c86d54ebe011
job,6a,join-order-benchmark/queries/6a.sql,,5,3c716562bdb9848ab23c9cac938dbd2a56bf64d4
job,6b,join-order-benchmark/queries/6b.sql,,5,a38fe40f54b255ffc86a375672c3bbe9810334d3
job,6c,join-order-benchmark/queries/6c.sql,,5,960f63ef1f61855221a956cfd5b607ce351dc406
job,6d,join-order-benchmark/queries/6d.sql,,5,2b2ffd66320cc85be82e91412190b02f2027b2ed
job,6e,join-order-benchmark/queries/6e.sql,,5,501f2a5b299818e5a9e8a4adc1855745aababe50
job,6f,join-order-benchmark/queries/6f.sql,,5,203bc46aad0110a4e3ef8981544459fcfdccbe3e
job,7a,join-order-benchmark/queries/7a.sql,,8,5783065d3d625b63f52789b7ab512e17df3f1c7f
job,7b,join-order-benchmark/queries/7b.sql,,8,4cc42d73976b323a3c20ce1374c594a13d0e658c
job,7c,join-order-benchmark/queries/7c.sql,,8,10cb0f1404e20e204f96d384ab7ffe879490e7f3
job,8a,join-order-benchmark/queries/8a.sql,,7,bda660d9e8d754c38ef13e090a96e2fcee566b76
job,8b,join-order-benchmark/queries/8b.sql,,7,7d83dc121e03cb9b805bd006f7e2ef59733a036d
job,8c,join-order-benchmark/queries/8c.sql,,7,c52a0508d52007a3869dac65b9f7809e5ffa8183
job,8d,join-order-benchmark/queries/8d.sql,,7,bd74e3b61df0f63bdb62c33ef7c59b03e181b0e3
job,9a,join-order-benchmark/queries/9a.sql,,8,1d355ff49e1715cc74801e77d80970550466ebe3
job,9b,join-order-benchmark/queries/9b.sql,,8,72846b63f6034b2d68f262119e80a2c7aa30e9c2
job,9c,join-order-benchmark/queries/9c.sql,,8,15c0895240231f0f29127bf58f56e2bc56ab9d81
job,9d,join-order-benchmark/queries/9d.sql,,8,983015cd8b3e670eae8a6f46baa88ca4648986b1
job_complex,q01,JOB-Complex/queries/q01.sql,,9,3b83fb71b126159130a5918e53a1dd70927932f7
job_complex,q02,JOB-Complex/queries/q02.sql,,8,12bdc255fd3c516ed3582c2db15af676d0e9e31d
job_complex,q03,JOB-Complex/queries/q03.sql,,9,babf994f4e3f7b2a049ca4de1e8dc69368fac3b5
job_complex,q04,JOB-Complex/queries/q04.sql,,9,9481be11e49b6477dfbd2f49697cb4cd1f6f5e6d
job_complex,q05,JOB-Complex/queries/q05.sql,,16,02a333d481812ef0cc6afa7e14b1d0852809e01e
job_complex,q06,JOB-Complex/queries/q06.sql,,9,287a13ecfb7a5f52a123fd6bb4e348d8caa5644e
job_complex,q07,JOB-Complex/queries/q07.sql,,9,f7dad208df5f4d6bab1ea6a74d432362cbe8fdc2
job_complex,q08,JOB-Complex/queries/q08.sql,,13,9a96f3f0fe8ab562ae7f4121496412fe84d84eea
job_complex,q09,JOB-Complex/queries/q09.sql,,14,7ef5412ba30648fab95aecaff84e560944c6b7b2
job_complex,q10,JOB-Complex/queries/q10.sql,,8,8e42371b0a42dfe43fb282b10acb192cbc71b47c
job_complex,q11,JOB-Complex/queries/q11.sql,,14,bceae97f75f61dc5ef12cdcc0a0bee2d702e8285
job_complex,q12,JOB-Complex/queries/q12.sql,,14,6b31bd443a2eb119ca81c0f30509d3b19d70db9c
job_complex,q13,JOB-Complex/queries/q13.sql,,13,c095c9f58dfe858efa4f701c38ef3ff6f02b5475
job_complex,q14,JOB-Complex/queries/q14.sql,,7,2c75cb2eb5772031e34518dc0cee748856604088
job_complex,q15,JOB-Complex/queries/q15.sql,,9,81ace2739156f3711fec6a2311f40277e6042cbf
job_complex,q16,JOB-Complex/queries/q16.sql,,7,b40c0e0f95d583c152e6863b7373eb2677304e11
job_complex,q17,JOB-Complex/queries/q17.sql,,14,15a25fcc07921934a6715b407c091dbcdaa725fa
job_complex,q18,JOB-Complex/queries/q18.sql,,9,da631368b11daf307a8a90742c690728536d597a
job_complex,q19,JOB-Complex/queries/q19.sql,,13,48a0ce8c7572166cc3078e63b183743eac033620
job_complex,q20,JOB-Complex/queries/q20.sql,,15,e815895a372a3ef1a437fd35d05bdb1ad128f369
job_complex,q21,JOB-Complex/queries/q21.sql,,12,4bad7610d5a3e6e8af1d2cea6b41f23343c01057
job_complex,q22,JOB-Complex/queries/q22.sql,,6,e382bdf920662c0801d19a782ce0d6572ad4cb7f
job_complex,q23,JOB-Complex/queries/q23.sql,,13,97b8caa27fbf07de3d27496612f068cf5fe4c0ff
job_complex,q24,JOB-Complex/queries/q24.sql,,9,c55c6bf3f91f1750ded9b944106c65570d483f98
job_complex,q25,JOB-Complex/queries/q25.sql,,14,b135acfdaaae41fbf74ad7ff1e74b768e08f14ef
job_complex,q26,JOB-Complex/queries/q26.sql,,9,ac2335de5b9a3ae1e5c68cf3e842393a92e1c470
job_complex,q27,JOB-Complex/queries/q27.sql,,7,d2e5ae0e3ed5dd386e34b15d2703b91aac2b0e9c
job_complex,q28,JOB-Complex/queries/q28.sql,,11,6848ad7d94d4cb623f993246f2ec12da564c6c15
job_complex,q29,JOB-Complex/queries/q29.sql,,13,2ae7d681cc93e4849ded7401ebbed5ecf4a0e1b9
job_complex,q30,JOB-Complex/queries/q30.sql,,7,f865a16f33314e3490d9b14a6f437dacb259eb9b
sqlite_select5,0001,sqlite/queries/select5.sql,join-4-1,4,64268b13cc5f22923d7b22d7af189d27e044e152
sqlite_select5,0002,sqlite/queries/select5.sql,join-4-1,4,2b54ed83d040aa439f90626505f07f32a5882425
sqlite_select5,0003,sqlite/queries/select5.sql,join-4-1,4,7353ff348d8401be944c83e7a4227e99b9c0a2aa
sqlite_select5,0004,sqlite/queries/select5.sql,join-4-2,4,5ef0a2dbed83ecf02d85bba21c960d4f1e11a948
sqlite_select5,0005,sqlite/queries/select5.sql,join-4-2,4,08a05f0dd5935df60a67f7774c2f5fed1008fac8
sqlite_select5,0006,sqlite/queries/select5.sql,join-4-2,4,68678fcf204d39051fcb8e425e1ea07b74b04247
sqlite_select5,0007,sqlite/queries/select5.sql,join-4-3,4,caa90bb2fd25e78355bc23abe64c187e378e12f5
sqlite_select5,0008,sqlite/queries/select5.sql,join-4-3,4,7d4d805ac010273a3247316123497e123661bcbc
sqlite_select5,0009,sqlite/queries/select5.sql,join-4-3,4,210c2e86b706a1d926a86e0bf078d14ab8f3b709
sqlite_select5,0010,sqlite/queries/select5.sql,join-4-4,4,280b948ef09679e32bb83bd86667bab7fd895db0
sqlite_select5,0011,sqlite/queries/select5.sql,join-4-4,4,969b1f649edd134b78fc5481568a7bd79ab192b2
sqlite_select5,0012,sqlite/queries/select5.sql,join-4-4,4,b7c8245084bbd5a5336f67f0f4d0add469ff2ef8
sqlite_select5,0013,sqlite/queries/select5.sql,join-5-1,5,dfce0a9bf399811458871b7c19bc71714c2ce208
sqlite_select5,0014,sqlite/queries/select5.sql,join-5-1,5,61a4c24a38e58a9eda733a94972ed60b48a4795b
sqlite_select5,0015,sqlite/queries/select5.sql,join-5-1,5,3f676b1d0c9aa8995e940165590e329ad3641f54
sqlite_select5,0016,sqlite/queries/select5.sql,join-5-2,5,0424840c354d0c0586b390150ea9b2e0282e6d6d
sqlite_select5,0017,sqlite/queries/select5.sql,join-5-2,5,d0b034ca855b4e32621f7ef26bc98626964365a8
sqlite_select5,0018,sqlite/queries/select5.sql,join-5-2,5,1add3cb906f4390956b740f6b2e2de61767f993f
sqlite_select5,0019,sqlite/queries/select5.sql,join-5-3,5,6b178d32709f204e8ae3f3b05ff8609163e398ac
sqlite_select5,0020,sqlite/queries/select5.sql,join-5-3,5,f2815591ba24d9e71a559c0ad7574bb00617c2dc
sqlite_select5,0021,sqlite/queries/select5.sql,join-5-3,5,54a817f01979a22c28d1e6412e5ef69f3a0b408f
sqlite_select5,0022,sqlite/queries/select5.sql,join-5-4,5,98eb875ab0b672a0af17678fbb44c593a6b65140
sqlite_select5,0023,sqlite/queries/select5.sql,join-5-4,5,2eede05f3a07ebd3f37a607f3c17bc454e2a4ac5
sqlite_select5,0024,sqlite/queries/select5.sql,join-5-4,5,08137e1f41d5206b88439300b1c6c290344e04a8
sqlite_select5,0025,sqlite/queries/select5.sql,join-6-1,6,95e778bafb153fa3e16d6ee1cb26dc2b1145d44b
sqlite_select5,0026,sqlite/queries/select5.sql,join-6-1,6,4b7b0a8826732e3ef4f14222d12dca776d8748f4
sqlite_select5,0027,sqlite/queries/select5.sql,join-6-1,6,0da40c5e0a38c55f376e5bc5c153ee6f9961713f
sqlite_select5,0028,sqlite/queries/select5.sql,join-6-2,6,8089d385fe36942030b7b8b07e74600f4d7ebe59
sqlite_select5,0029,sqlite/queries/select5.sql,join-6-2,6,18fbb50f94af1e1bd9b0245db56ce111611f8d83
sqlite_select5,0030,sqlite/queries/select5.sql,join-6-2,6,295e431cdd87c07e8734e7c30407e687456ef4a5
sqlite_select5,0031,sqlite/queries/select5.sql,join-6-3,6,2a2bf3c6f553a569c45ed08a645858158919a6eb
sqlite_select5,0032,sqlite/queries/select5.sql,join-6-3,6,697da2c20d256c6b60ab3e6535b9b6d55ce1b4d9
sqlite_select5,0033,sqlite/queries/select5.sql,join-6-3,6,afc09bf356fa851d53471e57bcd726c27e916cd4
sqlite_select5,0034,sqlite/queries/select5.sql,join-6-4,6,accfe9d35aa95cb7f2d82ec99fd09517ba56f207
sqlite_select5,0035,sqlite/queries/select5.sql,join-6-4,6,143a229e64354ddb53bfbb333acff2152054d55f
sqlite_select5,0036,sqlite/queries/select5.sql,join-6-4,6,d76235c2b3d70cbb6ee4a2335cd15b1a0d3af298
sqlite_select5,0037,sqlite/queries/select5.sql,join-7-1,7,6d559ce03c4685036e194173d7ec262726d99314
sqlite_select5,0038,sqlite/queries/select5.sql,join-7-1,7,fdf236e4439eeb01a0215eb2944e10ef8d2e484e
sqlite_select5,0039,sqlite/queries/select5.sql,join-7-1,7,bd1acd79b2829912aa8753a11c3b0f4430d995aa
sqlite_select5,0040,sqlite/queries/select5.sql,join-7-2,7,c695e8f1d518e5e374f0302e32fdb87cfdde920a
sqlite_select5,0041,sqlite/queries/select5.sql,join-7-2,7,53fa32a3fc526ffb97b399b5b5ae8790276f2fe6
sqlite_select5,0042,sqlite/queries/select5.sql,join-7-2,7,1e586725bc1b96c3124386d5d69a07de8b4d8f21
sqlite_select5,0043,sqlite/queries/select5.sql,join-7-3,7,377394c6cb1ce129ef47a2baf847326ed646a3a0
sqlite_select5,0044,sqlite/queries/select5.sql,join-7-3,7,4848b1ce263bc07725a2e1d4a20a22d5df8aec0c
sqlite_select5,0045,sqlite/queries/select5.sql,join-7-3,7,152314348156a97a0d5f6a02692a258b64ee70d2
sqlite_select5,0046,sqlite/queries/select5.sql,join-7-4,7,324ca31e5c6e5960a259672c64a12728e03edb0e
sqlite_select5,0047,sqlite/queries/select5.sql,join-7-4,7,8227b04f6c9e293c69451aad11357f287b7f308f
sqlite_select5,0048,sqlite/queries/select5.sql,join-7-4,7,ce9fd1490ab383c51869dd81f887a3ef947dc2dc
sqlite_select5,0049,sqlite/queries/select5.sql,join-8-1,8,fc256246c4d3c0ee22da2e205d28853c6160302f
sqlite_select5,0050,sqlite/queries/select5.sql,join-8-1,8,36fac3dcb13f0547ac796b383db926e90d5bb5d9
sqlite_select5,0051,sqlite/queries/select5.sql,join-8-1,8,19314613fabc990f39a947fd2a07348df710c52d
sqlite_select5,0052,sqlite/queries/select5.sql,join-8-2,8,072e61c9c6d6276ec6a8276851db49973932ad78
sqlite_select5,0053,sqlite/queries/select5.sql,join-8-2,8,84090f2445f0954c36af9a8129c9b0d16cc2d3ad
sqlite_select5,0054,sqlite/queries/select5.sql,join-8-2,8,905690ccd34ad1f2a571f760cbffbe69df4ed008
sqlite_select5,0055,sqlite/queries/select5.sql,join-8-3,8,a5446b5896f9b9b8e9f4fb7d805b9edee33796a7
sqlite_select5,0056,sqlite/queries/select5.sql,join-8-3,8,df069d2fda4b37d168ebe3a1ca86800a9c23eb08
sqlite_select5,0057,sqlite/queries/select5.sql,join-8-3,8,431735eb70bfba0e22c1f2f5da33e2c5bfaadc32
sqlite_select5,0058,sqlite/queries/select5.sql,join-8-4,8,103ce9e8c707f9f3f4b526aa583151f802efe6c7
sqlite_select5,0059,sqlite/queries/select5.sql,join-8-4,8,36ad4e13773cdab48138d3dff956d57ab7ee80f4
sqlite_select5,0060,sqlite/queries/select5.sql,join-8-4,8,34a822293ad896a83c7c1b03f0953e5673e44ede
sqlite_select5,0061,sqlite/queries/select5.sql,join-9-1,9,626772cdcc1e90a71b5731399bd97ad2c001f31e
sqlite_select5,0062,sqlite/queries/select5.sql,join-9-1,9,dff2b17bfa284373f0433cc8fbe67f4af1c2a68d
sqlite_select5,0063,sqlite/queries/select5.sql,join-9-1,9,a63be6278c0a6b1df3684cb24e5f7ffb2e9a42cf
sqlite_select5,0064,sqlite/queries/select5.sql,join-9-2,9,e0ebb587dd5d7e36bed58863d2bd0d3220d5a16a
sqlite_select5,0065,sqlite/queries/select5.sql,join-9-2,9,6c3a22530cb12652a7f740240952b7dbb050d683
sqlite_select5,0066,sqlite/queries/select5.sql,join-9-2,9,c4d4191bf9b7b85350c23007e195e333894806d3
sqlite_select5,0067,sqlite/queries/select5.sql,join-9-3,9,a1ce201d46dcbc41eebc7416767e5f5213e0d79c
sqlite_select5,0068,sqlite/queries/select5.sql,join-9-3,9,e0595aa770f4ae53c1b08f87e3c6fdf77ff3c124
sqlite_select5,0069,sqlite/queries/select5.sql,join-9-3,9,72a367f678f9a1e0293e5e70dc2e8bc2fd3dfebf
sqlite_select5,0070,sqlite/queries/select5.sql,join-9-4,9,4bf7d69bc3ef0467acf367014963dd649b77daef
sqlite_select5,0071,sqlite/queries/select5.sql,join-9-4,9,f7579612cc0351f015ef54c4c163cd13b1460729
sqlite_select5,0072,sqlite/queries/select5.sql,join-9-4,9,fb7fc95249f7a809b0f538e12aa7f1b7072c87a2
sqlite_select5,0073,sqlite/queries/select5.sql,join-10-1,10,e1e4248c3615e07b383d741dc958e77f92591b1b
sqlite_select5,0074,sqlite/queries/select5.sql,join-10-1,10,b817de1ec6a67f6b19aa3fc87204302618de3eef
sqlite_select5,0075,sqlite/queries/select5.sql,join-10-1,10,39ee1f1c1d3e115b08cdf1fce1e52003ecb9c944
sqlite_select5,0076,sqlite/queries/select5.sql,join-10-2,10,a5b3fd1c6232af6319275ebebc9aae7c1ba160f6
sqlite_select5,0077,sqlite/queries/select5.sql,join-10-2,10,061e782a32491e4639cfc3066d92045b78d434be
sqlite_select5,0078,sqlite/queries/select5.sql,join-10-2,10,d82ad37b7ee40b7b45d3e24545b4d996f709fd76
sqlite_select5,0079,sqlite/queries/select5.sql,join-10-3,10,a40583b99278344dba69dd9c7d4d9140028933c5
sqlite_select5,0080,sqlite/queries/select5.sql,join-10-3,10,2b55b691c62eb74de407ff81db2dfdfa57e72243
sqlite_select5,0081,sqlite/queries/select5.sql,join-10-3,10,b318fb0f23cfcd70b63d342b080850e37cbccf01
sqlite_select5,0082,sqlite/queries/select5.sql,join-10-4,10,7b10b25ce25daeb33b43de5ac0660f51ad445b3a
sqlite_select5,0083,sqlite/queries/select5.sql,join-10-4,10,7e7d23e886965386cb3528a5885dbc2843b9994b
sqlite_select5,0084,sqlite/queries/select5.sql,join-10-4,10,93fa2e14ae6c5f827bbfbdda1b19f3ac7842bc77
sqlite_select5,0085,sqlite/queries/select5.sql,join-11-1,11,be8241564f73679858c8e8044cc4609cd246b1e8
sqlite_select5,0086,sqlite/queries/select5.sql,join-11-1,11,82888cc06fbe472d7dd664618599a3fb3845ec23
sqlite_select5,0087,sqlite/queries/select5.sql,join-11-1,11,23a91094baf99896e2f9a477ea8579a1840f8428
sqlite_select5,0088,sqlite/queries/select5.sql,join-11-2,11,689e8656c7fcaef615fe31e5fc5353509fe8deea
sqlite_select5,0089,sqlite/queries/select5.sql,join-11-2,11,46a52887e956ba8ed0b1c4078e94660b4351c3fa
sqlite_select5,0090,sqlite/queries/select5.sql,join-11-2,11,2d137d5f2ac618b05086ace9c68ac5f81d5bb61e
sqlite_select5,0091,sqlite/queries/select5.sql,join-11-3,11,96be8ab74ffc7220685a1cb3d616d832a72b8831
sqlite_select5,0092,sqlite/queries/select5.sql,join-11-3,11,e27a982311a2cddb14dcb423e300868a96083dbb
sqlite_select5,0093,sqlite/queries/select5.sql,join-11-3,11,975696aae0e25f246d7a1a2a11f2183c443e8f07
sqlite_select5,0094,sqlite/queries/select5.sql,join-11-4,11,6c98588cd46313cc48f8cc971ec92f8b102a6fca
sqlite_select5,0095,sqlite/queries/select5.sql,join-11-4,11,314459094a0dea94988295023ac46d6a6182e66c
sqlite_select5,0096,sqlite/queries/select5.sql,join-11-4,11,51fe3ae3651c445f36814c6250f76fb71f513218
sqlite_select5,0097,sqlite/queries/select5.sql,join-12-1,12,b352391877524340c2b13f1c8c685ab7475cfa04
sqlite_select5,0098,sqlite/queries/select5.sql,join-12-1,12,e7213d18233adab416aceb000553b5d5eede47cc
sqlite_select5,0099,sqlite/queries/select5.sql,join-12-1,12,561debe0dce2775ce67c51187b2b2e7e933fbfca
sqlite_select5,0100,sqlite/queries/select5.sql,join-12-2,12,5f46b82eef1b09efe887b125eddc7c8bf8f567d3
sqlite_select5,0101,sqlite/queries/select5.sql,join-12-2,12,22cc6af293c7c1eefbfdedf638938697a9bbecd6
sqlite_select5,0102,sqlite/queries/select5.sql,join-12-2,12,c06e6c047e9e23e97adbd9864f5f1242498239bc
sqlite_select5,0103,sqlite/queries/select5.sql,join-12-3,12,ef2d3b441a988620996ed016ef9f5eb702f37818
